stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,sign_dest
236,60236,10th & Alexander,Eastbound,37.000817,-121.563526,0,,1,,
5522,65522,10th & Alexander,Westbound,37.001222,-121.562964,0,,1,,
3350,63350,10th & Church,Eastbound,36.999673,-121.56765,0,,1,,
4220,64220,10TH & EMPIRE,,37.349109,-121.887358,0,,0,,
3349,63349,10th & Hanna,Eastbound,36.998924,-121.5702,0,,1,,
3477,63477,10th & Hanna,Westbound,36.999097,-121.570233,0,,1,,
4216,64216,10th & Hedding,Southbound,37.357441,-121.893624,0,,1,,
5973,65973,10th & Julian,Southbound,37.344848,-121.884197,0,,0,,
3803,63803,10th & Martha,Southbound,37.326973,-121.870912,0,,1,,
3476,63476,10th & Monterey,Westbound,37.000291,-121.566142,0,,1,,
3802,63802,10th & Reed,Southbound,37.331439,-121.874191,0,,1,,
3801,63801,10th & San Salvador,Southbound,37.334285,-121.876362,0,,1,,
5970,65970,10th & Santa Clara,Southbound,37.340972,-121.88137,0,,0,,
4218,64218,10th & Taylor,,37.354229,-121.889239,0,,1,,
4995,64995,10th & Taylor,Southbound,37.353304,-121.890562,0,,0,,
5957,65957,11TH & EMPIRE,,37.350065,-121.88656,0,,0,,
5974,65974,11th & Julian,Northbound,37.345831,-121.883313,0,,0,,
3798,63798,11th & Margaret,Northbound,37.330543,-121.87196,0,,1,,
3797,63797,11th & Martha,Northbound,37.327437,-121.869638,0,,1,,
3734,63734,11th & San Antonio,Northbound,37.338145,-121.877629,0,,1,,
5969,65969,11th & Santa Clara,Northbound,37.341609,-121.880197,0,,0,,
5892,65892,11th & Taylor,Northbound,37.354434,-121.889687,0,,0,,
3799,63799,11th & William,,37.333834,-121.874406,0,,1,,
3206,63206,1st & Alma,Northbound,37.316843,-121.874156,0,,1,,
2589,62589,1st & Alviso Park,Northbound,37.424278,-121.968958,0,,2,,
611,60611,1st & Bassett,Northbound,37.341582,-121.894487,0,,1,,
5953,65953,1st & Brokaw,Southbound,37.372696,-121.918093,0,,0,,
4485,64485,1st & C,Eastbound,37.417768,-122.026916,0,,1,,
3273,63273,1st & Floyd,Southbound,37.31723,-121.874961,0,,1,,
3271,63271,1st & Goodyear,Southbound,37.320175,-121.877894,0,,1,,
2590,62590,1st & Grand,Westbound,37.425097,-121.972051,0,,1,,
5050,65050,1st & Headquarters,Northbound,37.415348,-121.954031,0,,1,,
2586,62586,1st & Holger,Northbound,37.416798,-121.956395,0,,2,,
3207,63207,1st & Keyes,Northbound,37.319838,-121.877308,0,,1,,
2600,62600,1st & Lamplighter,Southbound,37.415935,-121.955573,0,,1,,
5908,65908,1st & Liberty,Westbound,37.425924,-121.974391,0,,0,,
3208,63208,1st & Martha,Northbound,37.322932,-121.880381,0,,1,,
5029,65029,1st & Mathilda,Westbound,37.417844,-122.026672,0,,2,,
14,60014,1st & Metro,Southbound,37.36977,-121.915884,0,,1,,
5867,65867,1st & Metro,Northbound,37.368946,-121.914795,0,,0,,
21,60021,1st & Mission,Southbound,37.351479,-121.902223,0,,1,,
5706,65706,1st & Mission,Northbound,37.351545,-121.901862,0,,1,,
1984,61984,1st & Montague,Northbound,37.398818,-121.936971,0,,1,,
1368,61368,1st & Nicholson,Northbound,37.411034,-121.946972,0,,2,,
2603,62603,1st & Nicholson,Southbound,37.410248,-121.946261,0,,0,,
2587,62587,1st & Nortech,Northbound,37.422609,-121.964536,0,,2,,
2599,62599,1st & Nortech,Southbound,37.422419,-121.96467,0,,1,,
3269,63269,1st & Oak,Southbound,37.322392,-121.880095,0,,1,,
1983,61983,1st & Orchard,Northbound,37.395412,-121.934477,0,,0,,
1992,61992,1st & Orchard,Southbound,37.394407,-121.934232,0,,0,,
5459,65459,1st & Paseo de San Antonio,Northbound,37.332666,-121.887921,0,,0,,
5460,65460,1st & Paseo de San Antonio,Northbound,37.332375,-121.887741,0,,1,,
608,60608,1st & Paseo de San Antonio,Northbound,37.332972,-121.888183,0,,1,,
1982,61982,1st & Plumeria,Northbound,37.39164,-121.931737,0,,0,,
3211,63211,1st & Reed,Northbound,37.327472,-121.884005,0,,1,,
5642,65642,1st & Rio Robles,Southbound,37.405735,-121.942474,0,,1,,
5650,65650,1st & Rio Robles,Northbound,37.405924,-121.942197,0,,0,,
5641,65641,1st & River Oaks,Northbound,37.402428,-121.93959,0,,1,,
2602,62602,1st & Rose Orchard,Southbound,37.412043,-121.9492,0,,0,,
2585,62585,1st & Rose Orchard (Assembly),Northbound,37.413883,-121.951629,0,,2,,
2584,62584,1st & Rose Orchard (Infiniti),Northbound,37.412889,-121.950001,0,,2,,
5463,65463,1st & Saint John,Northbound,37.338036,-121.89195,0,,0,,
3212,63212,1st & San Salvador,Northbound,37.330901,-121.88654,0,,1,,
3213,63213,1st & Santa Clara,Northbound,37.335557,-121.890131,0,,1,,
5514,65514,1st & Santa Clara,Northbound,37.335175,-121.889828,0,,1,,
5516,65516,1st & Santa Clara,Northbound,37.336301,-121.890686,0,,1,,
609,60609,1st & Santa Clara,Northbound,37.335279,-121.88991,0,,0,,
1367,61367,1st & Tasman,Northbound,37.409647,-121.944924,0,,2,,
2867,62867,1st & Taylor,Northbound,37.349456,-121.900365,0,,1,,
2588,62588,1st & Tony P. Santos,Northbound,37.423754,-121.966856,0,,2,,
5175,65175,1st & Tony P. Santos,Southbound,37.423485,-121.966574,0,,1,,
3209,63209,1st & Virginia,Northbound,37.324241,-121.881572,0,,1,,
3268,63268,1st & Virginia,Southbound,37.323818,-121.88147,0,,1,,
2601,62601,1st & Vista Montana,Southbound,37.413681,-121.951882,0,,2,,
613,60613,2nd & Bassett,Southbound,37.341839,-121.893454,0,,1,,
614,60614,2nd & Julian,Southbound,37.340702,-121.892545,0,,1,,
5461,65461,2nd & Paseo de San Antonio,Southbound,37.333918,-121.887453,0,,1,,
5462,65462,2nd & Paseo de San Antonio,Southbound,37.334112,-121.887607,0,,1,,
617,60617,2nd & Paseo de San Antonio,Southbound,37.33371,-121.887303,0,,1,,
5464,65464,2nd & Saint John,Southbound,37.338502,-121.89088,0,,1,,
3265,63265,2nd & San Carlos,Southbound,37.331599,-121.885831,0,,1,,
3266,63266,2nd & San Salvador,Southbound,37.330297,-121.884862,0,,1,,
3264,63264,2nd & Santa Clara,Southbound,37.336064,-121.889054,0,,1,,
5513,65513,2nd & Santa Clara,Southbound,37.336236,-121.889215,0,,1,,
5515,65515,2nd & Santa Clara,Southbound,37.336788,-121.889631,0,,1,,
616,60616,2nd & Santa Clara,Southbound,37.335619,-121.888754,0,,1,,
3267,63267,2nd & William,Southbound,37.328835,-121.883777,0,,0,,
259,60259,6th & Carmel,Westbound,37.004655,-121.576266,0,,1,,
257,60257,6th & Church,Westbound,37.00605,-121.571405,0,,1,,
255,60255,6th & Eigleberry,Westbound,37.006538,-121.569753,0,,1,,
258,60258,6th & Hanna,Westbound,37.005335,-121.573919,0,,1,,
294,60294,6th & Hanna,Eastbound,37.005259,-121.573734,0,,1,,
260,60260,6th & Miller,Westbound,37.003099,-121.581549,0,,1,,
322,60322,6th & Miller,Eastbound,37.002957,-121.581609,0,,1,,
293,60293,6th & Princevalle,Eastbound,37.004359,-121.576782,0,,1,,
295,60295,6th & Rosanna,Eastbound,37.005742,-121.572106,0,,1,,
5840,65840,6th & Santa Clara,Northbound,37.339011,-121.885381,0,,0,,
5226,65226,6th & Wren,Eastbound,37.002896,-121.586178,0,,1,,
5227,65227,6th & Wren,Westbound,37.00305,-121.586372,0,,1,,
5531,65531,7th & Julian,Southbound,37.343294,-121.887341,0,,1,,
2943,62943,7th & Santa Clara,Southbound,37.338455,-121.883729,0,,1,,
3141,63141,7th & Santa Clara,Southbound,37.338751,-121.88395,0,,1,,
6054,66054,Abel & Marylinn,Southbound,37.436088,-121.910767,0,,0,,
1394,61394,Abel & Penitencia,Northbound,37.43491,-121.910094,0,,1,,
6052,66052,Abel & Redwood,Northbound,37.439719,-121.911263,0,,0,,
6053,66053,Abel & Redwood,Southbound,37.439691,-121.911468,0,,0,,
5704,65704,Abel & Weller,Northbound,37.433076,-121.909431,0,,1,,
5587,65587,Aborn & Altamara,Eastbound,37.316843,-121.772019,0,,0,,
5588,65588,Aborn & Altamara,Westbound,37.317031,-121.772445,0,,1,,
1234,61234,Aborn & Brigadoon,Eastbound,37.312007,-121.804074,0,,1,,
1233,61233,Aborn & Capitol,Eastbound,37.311461,-121.807142,0,,1,,
1235,61235,Aborn & Glenrio,Eastbound,37.312676,-121.799335,0,,1,,
5596,65596,Aborn & Gurdwara,Westbound,37.318701,-121.76117,0,,1,,
1236,61236,Aborn & Kettmann,Eastbound,37.313235,-121.795557,0,,1,,
1259,61259,Aborn & Kettmann,Westbound,37.313396,-121.796523,0,,1,,
5589,65589,Aborn & Mosher,Westbound,37.317852,-121.766847,0,,1,,
5590,65590,Aborn & Mosher,Eastbound,37.317748,-121.766134,0,,1,,
1261,61261,Aborn & Nieman,Westbound,37.312449,-121.802586,0,,1,,
5584,65584,Aborn & Ruby,Eastbound,37.316359,-121.774282,0,,1,,
1260,61260,Aborn & Serpa,Westbound,37.312927,-121.799555,0,,1,,
1237,61237,Aborn & White,Eastbound,37.313671,-121.792559,0,,1,,
1258,61258,Aborn & White,Westbound,37.313933,-121.792877,0,,1,,
3503,63503,Adrian & Amador,Northbound,37.345505,-121.833609,0,,1,,
3574,63574,Adrian & Amador,Southbound,37.345455,-121.833691,0,,1,,
3502,63502,Adrian & Gainsville,Northbound,37.342902,-121.831109,0,,1,,
3575,63575,Adrian & Newton,Southbound,37.343549,-121.831869,0,,1,,
3500,63500,Adrian & Ocala,Northbound,37.337483,-121.825863,0,,1,,
3501,63501,Adrian & Sullivan,Northbound,37.341109,-121.829374,0,,1,,
3576,63576,Adrian & Sullivan,Southbound,37.340875,-121.829278,0,,1,,
2630,62630,Agnew & Avina,Eastbound,37.395373,-121.957076,0,,0,,
2686,62686,Agnew & Avina,Westbound,37.395671,-121.957099,0,,0,,
5935,65935,Agnew & Cheeny,Westbound,37.393884,-121.961348,0,,1,,
5936,65936,Agnew & Fillmore,Eastbound,37.393332,-121.962101,0,,0,,
2631,62631,Agnew & Garrity,Eastbound,37.396398,-121.953768,0,,0,,
2685,62685,Agnew & Garrity,Westbound,37.396652,-121.954326,0,,0,,
5933,65933,Agnew & Lakeshore,Westbound,37.392492,-121.964606,0,,1,,
5934,65934,Agnew & Lakeshore,Eastbound,37.392238,-121.964634,0,,1,,
5931,65931,Agnew & Mission College,Eastbound,37.389643,-121.969364,0,,1,,
2683,62683,Agnew & Montague,Northbound,37.393533,-121.947224,0,,0,,
2632,62632,Agnew & Sun Fire,Eastbound,37.394716,-121.950077,0,,0,,
2684,62684,Agnew & Sun Fire,Northbound,37.395373,-121.950586,0,,0,,
2467,62467,Alder & McCarthy,Southbound,37.41545,-121.920368,0,,1,,
2439,62439,Alder & Tasman,Northbound,37.414565,-121.917475,0,,1,,
4803,64803,Alder Station,Eastbound,37.413572,-121.917118,0,PS_ALDR,1,,
4804,64804,Alder Station,Westbound,37.413129,-121.9177,0,PS_ALDR,1,,
PS_ALDR,,Alder Station,,37.413572,-121.917118,1,,1,,
5493,65493,Alkire & Peak,Westbound,37.124394,-121.661182,0,,1,,
2495,62495,Allendale & Chester,Eastbound,37.267126,-121.999191,0,,1,,
2569,62569,Allendale & Chester,Westbound,37.267228,-121.999241,0,,1,,
2494,62494,Allendale & Portos,Eastbound,37.267684,-122.005436,0,,1,,
2570,62570,Allendale & Portos,Westbound,37.267768,-122.00531,0,,1,,
4166,64166,Alma & 1st,Westbound,37.316217,-121.874412,0,,1,,
4171,64171,Alma & Belmont,Westbound,37.309203,-121.887072,0,,0,,
4128,64128,Alma & Lick,Eastbound,37.311251,-121.881151,0,,1,,
4170,64170,Alma & Lick,Westbound,37.311173,-121.881554,0,,1,,
4169,64169,Alma & Locust,Westbound,37.312153,-121.880177,0,,2,,
4126,64126,Alma & Minnesota,Eastbound,37.308873,-121.887826,0,,1,,
4167,64167,Alma & Plum,Westbound,37.314626,-121.87666,0,,1,,
4130,64130,Alma & Pomona,Eastbound,37.314422,-121.876664,0,,1,,
4131,64131,Alma & Sanborn,Eastbound,37.315309,-121.875399,0,,1,,
4129,64129,Alma & Vine,Eastbound,37.312896,-121.878824,0,,1,,
4168,64168,Alma & Vine,Westbound,37.313059,-121.878894,0,,2,,
106,60106,Almaden & Almaden Lake Park,Northbound,37.240638,-121.874313,0,,1,,
3099,63099,Almaden & Almaden Plaza,Southbound,37.252698,-121.875764,0,,1,,
2997,62997,Almaden & Blossom Hill,Northbound,37.249632,-121.874931,0,,1,,
3100,63100,Almaden & Blossom Hill,Southbound,37.249864,-121.875491,0,,1,,
3000,63000,Almaden & Branham,Northbound,37.263918,-121.876745,0,,1,,
3097,63097,Almaden & Branham,Southbound,37.262154,-121.87681,0,,1,,
3096,63096,Almaden & Bryan,Southbound,37.268306,-121.878838,0,,1,,
120,60120,Almaden & Camden,Southbound,37.220995,-121.861662,0,,1,,
3001,63001,Almaden & Chard,Northbound,37.273145,-121.878387,0,,1,,
2999,62999,Almaden & Cherry,Northbound,37.259726,-121.876079,0,,1,,
3098,63098,Almaden & Cherry,Southbound,37.258224,-121.876352,0,,1,,
115,60115,Almaden & Coleman,Southbound,37.241935,-121.875109,0,,2,,
2995,62995,Almaden & Coleman,Northbound,37.243139,-121.874651,0,,1,,
121,60121,Almaden & Crown,Southbound,37.218015,-121.857572,0,,1,,
2998,62998,Almaden & Foxchase,Northbound,37.252167,-121.875222,0,,1,,
3002,63002,Almaden & Foxworthy,Northbound,37.277363,-121.879519,0,,1,,
3094,63094,Almaden & Foxworthy,Southbound,37.277468,-121.880024,0,,1,,
88,60088,Almaden & Mountain Shadow,Northbound,37.199987,-121.836015,0,,1,,
101,60101,Almaden & Mt. Royal,Northbound,37.218455,-121.857643,0,,1,,
3095,63095,Almaden & Newberry,Southbound,37.27283,-121.87877,0,,1,,
99,60099,Almaden & Shadowbrook,Northbound,37.212782,-121.849522,0,,1,,
100,60100,Almaden & Trinidad,Northbound,37.216434,-121.854704,0,,1,,
122,60122,Almaden & Trinidad,Southbound,37.215258,-121.853635,0,,1,,
2996,62996,Almaden & Via Monte,Northbound,37.246514,-121.87459,0,,1,,
3101,63101,Almaden & Via Monte,Southbound,37.245564,-121.874979,0,,1,,
98,60098,Almaden & Via Valiente,Northbound,37.210033,-121.846542,0,,1,,
89,60089,Almaden & Viewpoint,Northbound,37.202965,-121.839784,0,,2,,
422,60422,Alum Rock & 33rd,Eastbound,37.350947,-121.859222,0,,1,,
428,60428,Alum Rock & 33rd,Westbound,37.351331,-121.858906,0,,1,,
3066,63066,Alum Rock & Alexander,Westbound,37.361324,-121.83781,0,,1,,
3038,63038,Alum Rock & Capitol,Eastbound,37.362501,-121.834753,0,,1,,
3065,63065,Alum Rock & Capitol,Westbound,37.362283,-121.835781,0,,1,,
3040,63040,Alum Rock & Cedar,Eastbound,37.364321,-121.830945,0,,1,,
3063,63063,Alum Rock & Cedar,Westbound,37.364682,-121.830699,0,,1,,
3028,63028,Alum Rock & Checkers,Eastbound,37.355283,-121.850028,0,,1,,
3030,63030,Alum Rock & Jackson,Eastbound,37.358652,-121.842939,0,,1,,
3067,63067,Alum Rock & Jackson,Westbound,37.3588,-121.843143,0,,1,,
5858,65858,Alum Rock & Jackson,Eastbound,37.358717,-121.842996,0,,1,,
5859,65859,Alum Rock & Jackson,Westbound,37.358295,-121.844067,0,,1,,
3029,63029,Alum Rock & Jose Figueres,Eastbound,37.356953,-121.846529,0,,1,,
3069,63069,Alum Rock & Jose Figueres,Westbound,37.357178,-121.846571,0,,1,,
3026,63026,Alum Rock & King,Eastbound,37.352952,-121.854932,0,,1,,
426,60426,Alum Rock & King,Westbound,37.352627,-121.856198,0,,1,,
5856,65856,Alum Rock & King,Eastbound,37.353017,-121.855042,0,,1,,
5857,65857,Alum Rock & King,Westbound,37.352562,-121.856177,0,,1,,
3027,63027,Alum Rock & McCreery,Eastbound,37.354332,-121.852023,0,,1,,
3071,63071,Alum Rock & McCreery,Westbound,37.354776,-121.851681,0,,1,,
3031,63031,Alum Rock & Muirfield,Eastbound,37.360848,-121.838305,0,,1,,
3070,63070,Alum Rock & Sunset,Westbound,37.356033,-121.848976,0,,1,,
3062,63062,Alum Rock & White,Westbound,37.365739,-121.828468,0,,0,,
5242,65242,Alum Rock Station,,37.358134,-121.83212,0,PS_ALUM,1,,
5243,65243,Alum Rock Station,,37.358369,-121.832239,0,PS_ALUM,1,,
PS_ALUM,,Alum Rock Station,,37.358429,-121.832325,1,,1,,
5047,65047,Alum Rock Station (Bay 3),,37.358276,-121.832781,0,PS_ARTC,1,3,
5320,65320,Alum Rock Station (Bay 7),,37.357749,-121.832563,0,PS_ARTC,2,7,
5846,65846,Alum Rock Station (Bay 8),,37.357986,-121.832265,0,PS_ARTC,1,8,
5847,65847,Alum Rock Station (Bay 9),,37.358315,-121.832007,0,PS_ARTC,1,9,
PS_ARTC,,Alum Rock Transit Center,,37.35802,-121.832557,1,,0,,
696,60696,Alves & Park Circle,Eastbound,37.325072,-122.03496,0,,1,,
5750,65750,America Center Terminal,Eastbound,37.417603,-121.978863,0,,1,,
4333,64333,Arastradero & Coulombe,Southbound,37.406522,-122.126173,0,,1,,
4334,64334,Arastradero & Donald,Southbound,37.40396,-122.127916,0,,1,,
4332,64332,Arastradero & El Camino,Southbound,37.409664,-122.12398,0,,1,,
4392,64392,Arastradero & El Camino,Northbound,37.41107,-122.122469,0,,1,,
4335,64335,Arastradero & Gunn High School,Westbound,37.399733,-122.132577,0,,1,,
4389,64389,Arastradero & Gunn High School,Eastbound,37.399813,-122.131952,0,,1,,
4449,64449,Arastradero & Hillview,Westbound,37.393527,-122.14602,0,,2,,
4341,64341,Arastradero & Old Adobe,Westbound,37.395599,-122.141293,0,,2,,
4388,64388,Arastradero & Old Adobe,Eastbound,37.39584,-122.1406,0,,2,,
4391,64391,Arastradero & Suzanne,Northbound,37.407224,-122.125467,0,,1,,
4390,64390,Arastradero & Terman,Northbound,37.403555,-122.127968,0,,1,,
4436,64436,Arastradero & Thendara,Eastbound,37.393468,-122.1459,0,,2,,
1564,61564,Arboretum & Sand Hill,Westbound,37.440557,-122.173639,0,,1,,
2449,62449,Arizona & Boulder,Northbound,37.456935,-121.907691,0,,1,,
2447,62447,Arizona & Washington,Northbound,37.45392,-121.905942,0,,1,,
2407,62407,Arques & Commercial (Applied Materials),Eastbound,37.38058,-122.00419,0,,1,,
2406,62406,Arques & Commercial (Cambrios),Eastbound,37.380817,-122.006932,0,,1,,
1918,61918,Arques & De Guigne (Arques Square),Westbound,37.381,-122.007754,0,,1,,
2490,62490,Arques & De Guigne (Pharmacyclics),Westbound,37.380924,-122.005356,0,,2,,
2404,62404,Arques & Fair Oaks,Eastbound,37.38149,-122.017938,0,,1,,
1912,61912,Arques & Lakeside,Westbound,37.380592,-121.993011,0,,2,,
2410,62410,Arques & Lakeside,Eastbound,37.380377,-121.993008,0,,2,,
1913,61913,Arques & Lawrence,Westbound,37.380619,-121.996988,0,,0,,
2409,62409,Arques & Lawrence,Eastbound,37.380385,-121.998444,0,,1,,
1911,61911,Arques & Oakmead,Westbound,37.380633,-121.988573,0,,2,,
2411,62411,Arques & Oakmead,Eastbound,37.38039,-121.987103,0,,1,,
2408,62408,Arques & Santa Trinita,Eastbound,37.380404,-122.001151,0,,1,,
2489,62489,Arques & Santa Trinita,Westbound,37.380585,-122.002461,0,,2,,
2405,62405,Arques & Wolfe,Eastbound,37.380885,-122.013037,0,,1,,
2491,62491,Arques & Wolfe,Westbound,37.381077,-122.012988,0,,2,,
242,60242,Arroyo Cir & Camino Arroyo,Northbound,37.021431,-121.562156,0,,1,,
5663,65663,Arroyo Cir & Camino Arroyo,Southbound,37.020348,-121.5629,0,,1,,
2235,62235,Atherton & Hamilton,Eastbound,37.292825,-121.985271,0,,1,,
3024,63024,Barack Obama & Park,Northbound,37.327208,-121.900462,0,,1,,
3073,63073,Barack Obama & Park,Southbound,37.325936,-121.900919,0,,1,,
3023,63023,Barack Obama & San Carlos,Northbound,37.325184,-121.900532,0,,1,,
3074,63074,Barack Obama & San Carlos,Southbound,37.324144,-121.900234,0,,1,,
915,60915,Bascom & Apricot,Southbound,37.282097,-121.931811,0,,1,,
978,60978,Bascom & Apricot,Northbound,37.282114,-121.931491,0,,1,,
2801,62801,Bascom & Apsis,Northbound,37.255473,-121.950301,0,,1,,
2822,62822,Bascom & Basile,Northbound,37.31822,-121.931688,0,,1,,
1688,61688,Bascom & Camden,Northbound,37.266876,-121.940158,0,,1,,
2889,62889,Bascom & Camden,Southbound,37.265911,-121.941447,0,,1,,
2813,62813,Bascom & Campbell,Northbound,37.287416,-121.931508,0,,1,,
913,60913,Bascom & Campbell,Southbound,37.286579,-121.931823,0,,1,,
2814,62814,Bascom & Campisi,Northbound,37.291717,-121.931503,0,,1,,
2881,62881,Bascom & Campisi,Southbound,37.291515,-121.931854,0,,1,,
2812,62812,Bascom & Curtner,Northbound,37.273003,-121.93501,0,,1,,
2887,62887,Bascom & Curtner,Southbound,37.271983,-121.936253,0,,1,,
2818,62818,Bascom & Downing,Northbound,37.305061,-121.931568,0,,1,,
916,60916,Bascom & Dry Creek,Southbound,37.279906,-121.931848,0,,1,,
977,60977,Bascom & Dry Creek,Northbound,37.280387,-121.931493,0,,1,,
2877,62877,Bascom & Eisenhower,Southbound,37.303812,-121.931881,0,,1,,
914,60914,Bascom & El Solyo,Southbound,37.284647,-121.931814,0,,1,,
979,60979,Bascom & El Solyo,Northbound,37.28462,-121.931499,0,,2,,
975,60975,Bascom & Elden,Northbound,37.274916,-121.933426,0,,1,,
2824,62824,Bascom & Elliott,Northbound,37.321915,-121.931729,0,,1,,
2872,62872,Bascom & Elliott,Southbound,37.321457,-121.932034,0,,1,,
2882,62882,Bascom & Fewtrell,Southbound,37.287728,-121.931842,0,,1,,
2827,62827,Bascom & Forest,Northbound,37.327121,-121.931897,0,,1,,
2875,62875,Bascom & Fruitdale,Southbound,37.311225,-121.931949,0,,1,,
815,60815,Bascom & Fruitdale,Northbound,37.311054,-121.931625,0,,1,,
2815,62815,Bascom & Hamilton,Northbound,37.29649,-121.931518,0,,1,,
5943,65943,Bascom & Hedding,Northbound,37.331463,-121.93415,0,,0,,
5944,65944,Bascom & Hedding,Southbound,37.332143,-121.934807,0,,0,,
2805,62805,Bascom & Jewell,Northbound,37.269049,-121.938336,0,,1,,
2819,62819,Bascom & Leon,Northbound,37.306582,-121.931599,0,,1,,
2876,62876,Bascom & Leon,Southbound,37.306204,-121.931908,0,,1,,
2874,62874,Bascom & Moorpark,Southbound,37.315639,-121.931987,0,,1,,
2869,62869,Bascom & Naglee,Southbound,37.327351,-121.932114,0,,1,,
5942,65942,Bascom & Naglee,Northbound,37.328517,-121.932308,0,,0,,
2826,62826,Bascom & Olive,Northbound,37.32555,-121.931848,0,,1,,
2870,62870,Bascom & Olive,Southbound,37.325432,-121.932075,0,,1,,
2816,62816,Bascom & Pamlar,Northbound,37.299192,-121.931528,0,,1,,
2879,62879,Bascom & Pamlar,Southbound,37.298997,-121.931838,0,,1,,
2821,62821,Bascom & Renova,Northbound,37.315202,-121.931671,0,,1,,
731,60731,Bascom & Renova,Southbound,37.314208,-121.93205,0,,1,,
2800,62800,Bascom & Samaritan,Northbound,37.253557,-121.95188,0,,1,,
2825,62825,Bascom & San Carlos,Northbound,37.323769,-121.93183,0,,1,,
2871,62871,Bascom & San Carlos,Southbound,37.322959,-121.93207,0,,1,,
2823,62823,Bascom & Scott,Northbound,37.320272,-121.931711,0,,1,,
2873,62873,Bascom & Scott,Southbound,37.319721,-121.93202,0,,1,,
2888,62888,Bascom & Shamrock,Southbound,37.268865,-121.938883,0,,1,,
2804,62804,Bascom & Shelley,Northbound,37.26349,-121.943239,0,,1,,
2890,62890,Bascom & Shelley,Southbound,37.263292,-121.943849,0,,1,,
2880,62880,Bascom & Southwest,Southbound,37.296389,-121.931849,0,,1,,
2817,62817,Bascom & Stokes,Northbound,37.301804,-121.931546,0,,1,,
2878,62878,Bascom & Stokes,Southbound,37.30121,-121.931863,0,,1,,
917,60917,Bascom & Surrey,Southbound,37.276988,-121.932599,0,,2,,
976,60976,Bascom & Surrey,Northbound,37.27837,-121.931764,0,,1,,
2886,62886,Bascom & Union,Southbound,37.27383,-121.934733,0,,1,,
2802,62802,Bascom & White Oaks,Northbound,37.258373,-121.947908,0,,1,,
2892,62892,Bascom & White Oaks,Southbound,37.257619,-121.94892,0,,1,,
2803,62803,Bascom & Woodard,Northbound,37.260681,-121.945821,0,,1,,
2891,62891,Bascom & Woodard,Southbound,37.259814,-121.947025,0,,1,,
5377,65377,Bascom Station,Northbound,37.299851,-121.92983,0,PS_BASC,1,,
5384,65384,Bascom Station,Southbound,37.299467,-121.930304,0,PS_BASC,1,,
PS_BASC,,Bascom Station,,37.299851,-121.92983,1,,1,,
612,60612,Bassett Terminal,Eastbound,37.341959,-121.893892,0,,1,,
4760,64760,Baypointe Station,,37.410779,-121.941526,0,PS_BAYP,1,,
4761,64761,Baypointe Station,,37.410438,-121.942311,0,PS_BAYP,0,,
4801,64801,Baypointe Station,Eastbound,37.410877,-121.941523,0,PS_BAYP,1,,
4806,64806,Baypointe Station,Westbound,37.410531,-121.942317,0,PS_BAYP,1,,
PS_BAYP,,Baypointe Station,,37.410438,-121.942311,1,,0,,
4790,64790,Bayshore Nasa Station,Eastbound,37.404327,-122.049167,0,PS_NASA,1,,
4817,64817,Bayshore Nasa Station,Westbound,37.404703,-122.049989,0,PS_NASA,0,,
PS_NASA,,Bayshore Nasa Station,,37.404327,-122.049167,1,,1,,
2725,62725,Bellomy & Lincoln,Eastbound,37.342411,-121.949299,0,,1,,
2724,62724,Bellomy & Winchester,Eastbound,37.341829,-121.950908,0,,1,,
1473,61473,Benton & Alviso,Eastbound,37.351569,-121.942526,0,,1,,
3982,63982,Benton & Carmel,Eastbound,37.347089,-121.955172,0,,1,,
461,60461,Benton & El Camino,Westbound,37.352804,-121.939434,0,,1,,
3983,63983,Benton & Jefferson,Eastbound,37.348631,-121.950807,0,,1,,
4079,64079,Benton & Jefferson,Westbound,37.348784,-121.950711,0,,1,,
5788,65788,Benton & Lafayette,Westbound,37.351097,-121.944317,0,,1,,
1472,61472,Benton & Main,Eastbound,37.350228,-121.946228,0,,1,,
1475,61475,Benton & Main,Westbound,37.350397,-121.946194,0,,1,,
4080,64080,Benton & Pierce,Westbound,37.347371,-121.954665,0,,1,,
3981,63981,Benton & Scott,Eastbound,37.346277,-121.958923,0,,1,,
391,60391,Benton & Sherman,Eastbound,37.352717,-121.939257,0,,1,,
3697,63697,Bernal & Via Serena,Northbound,37.232954,-121.772046,0,,1,,
2180,62180,Bernardo & Blair,Northbound,37.372488,-122.056645,0,,1,,
2179,62179,Bernardo & Brookfield,Northbound,37.370619,-122.05714,0,,1,,
2201,62201,Bernardo & Brookfield,Southbound,37.370052,-122.057244,0,,1,,
2181,62181,Bernardo & El Camino,Northbound,37.374593,-122.055961,0,,1,,
2200,62200,Bernardo & El Camino,Southbound,37.373235,-122.056636,0,,1,,
2178,62178,Bernardo & Heatherstone,Northbound,37.367445,-122.05775,0,,2,,
2202,62202,Bernardo & Heatherstone,Southbound,37.366904,-122.058098,0,,2,,
2182,62182,Bernardo & Iowa,Northbound,37.377787,-122.054947,0,,0,,
2199,62199,Bernardo & Iowa,Southbound,37.377021,-122.055311,0,,1,,
2177,62177,Bernardo & Knickerbocker,Northbound,37.364608,-122.058724,0,,1,,
2203,62203,Bernardo & Knickerbocker,Southbound,37.364624,-122.058874,0,,1,,
